OTU,Sample,Abundance,Label,Sample_type,Type,Sequencing_Run,Mouse,Genotype,Sex,Diet,Intranasal_Treatment,Surgery,Week
Bacteroidaceae,SRR29054988,0.01215900233826968,307,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,10
[Eubacterium] coprostanoligenes group,SRR29055002,0.012139466958744067,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Desulfovibrionaceae,SRR29055012,0.012133922552617782,51,Fecal,True Sample,2,JI-684,KO,Female,Normal_Chow,PBS,None,0
Desulfovibrionaceae,SRR29055080,0.012102742707879843,246,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,0
Eggerthellaceae,SRR29055022,0.012101740294511379,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Peptostreptococcaceae,SRR29055060,0.0120849609375,331,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,13
Enterococcaceae,SRR29055083,0.012064181445288938,242,Fecal,True Sample,2,JI-737,WT,Male,High_Fat_Diet,PBS,None,13
Rikenellaceae,SRR29055022,0.012048192771084338,5,Fecal,True Sample,2,JI-646,WT,Male,Normal_Chow,HDM,None,10
Saccharimonadaceae,SRR29054933,0.01204653404006333,26,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,13
Eggerthellaceae,SRR29054909,0.01204483742950637,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Streptococcaceae,SRR29054956,0.01204374509713442,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
Marinifilaceae,SRR29055065,0.012011205341724548,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Eggerthellaceae,SRR29054956,0.01199760047990402,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
Eggerthellaceae,SRR29055187,0.01197992553019265,266,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,13
Saccharimonadaceae,SRR29054909,0.01197521409176356,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Peptostreptococcaceae,SRR29055065,0.011934456425802986,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Lactobacillaceae,SRR29055079,0.011912819818600243,247,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,10
Rikenellaceae,SRR29055002,0.011911281489594742,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
[Eubacterium] coprostanoligenes group,SRR29055171,0.011889306457123335,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Sutterellaceae,SRR29055093,0.011871027035306733,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Eggerthellaceae,SRR29055018,0.01185595567867036,45,Fecal,True Sample,2,JI-692,KO,Male,High_Fat_Diet,HDM,Sham,13
Erysipelotrichaceae,SRR29055129,0.011852554225435581,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Eggerthellaceae,SRR29055025,0.011843711843711843,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Sutterellaceae,SRR29054912,0.011823719097097814,217,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,13
Desulfovibrionaceae,SRR29055070,0.011800195191198652,258,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,0
Eggerthellaceae,SRR29054916,0.011795859412614348,213,Fecal,True Sample,2,JI-728,WT,Female,Normal_Chow,HDM,None,13
Atopobiaceae,SRR29055131,0.011775513612827793,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Ruminococcaceae,SRR29055170,0.011740498668603244,282,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,13
Helicobacteraceae,SRR29055041,0.011735906112751097,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Peptostreptococcaceae,SRR29055029,0.011733470366563891,35,Fecal,True Sample,2,JI-681,WT,Female,High_Fat_Diet,HDM,VSG,13
Eggerthellaceae,SRR29054901,0.011706797924704004,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Desulfovibrionaceae,SRR29055088,0.011705120990433315,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Rikenellaceae,SRR29054986,0.011666996242831719,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Saccharimonadaceae,SRR29055173,0.011666059059423988,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Atopobiaceae,SRR29054985,0.01165819174004713,310,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,10
Saccharimonadaceae,SRR29055162,0.011655378799810994,291,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,10
Lactobacillaceae,SRR29055183,0.011652716231741342,270,Fecal,True Sample,2,JI-754,WT,Female,High_Fat_Diet,PBS,VSG,10
Sutterellaceae,SRR29055072,0.01164983164983165,255,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,0
Ruminococcaceae,SRR29055006,0.011638056444573755,56,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Erysipelotrichaceae,SRR29055015,0.011601488857736743,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Peptococcaceae,SRR29055073,0.011597856917743461,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Desulfovibrionaceae,SRR29055017,0.01159144893111639,46,Fecal,True Sample,2,JI-661,WT,Female,High_Fat_Diet,PBS,VSG,13
Rikenellaceae,SRR29054978,0.011574074074074073,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Atopobiaceae,SRR29054901,0.011573766130105094,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
[Eubacterium] coprostanoligenes group,SRR29055097,0.011560966402416006,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Desulfovibrionaceae,SRR29055001,0.011532467532467533,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Tannerellaceae,SRR29055097,0.011513778784446961,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Enterococcaceae,SRR29054922,0.01147831873128535,27,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,13
Clostridiaceae,SRR29054986,0.011469250543800673,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Desulfovibrionaceae,SRR29055119,0.011454965357967667,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Marinifilaceae,SRR29055112,0.01145385916959521,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Streptococcaceae,SRR29055001,0.011428571428571429,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Marinifilaceae,SRR29054909,0.011418227389821067,219,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,10
Desulfovibrionaceae,SRR29055093,0.011411503408133569,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Saccharimonadaceae,SRR29055131,0.011357942208117588,59,Fecal,True Sample,2,JI-667,KO,Female,High_Fat_Diet,PBS,None,10
Bifidobacteriaceae,SRR29055093,0.011334916136938041,233,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,13
Ruminococcaceae,SRR29055061,0.011280005502441709,330,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,0
Bacteroidaceae,SRR29055130,0.01126126126126126,60,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,0
Sutterellaceae,SRR29055081,0.011246200607902736,245,Fecal,True Sample,2,JI-733,KO,Male,High_Fat_Diet,HDM,Sham,0
Erysipelotrichaceae,SRR29055057,0.011229314420803783,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Ruminococcaceae,SRR29054985,0.011224110132704948,310,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,10
Streptococcaceae,SRR29055015,0.011166433025571614,48,Fecal,True Sample,2,JI-680,WT,Female,High_Fat_Diet,HDM,None,13
Ruminococcaceae,SRR29054990,0.011160714285714286,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Eggerthellaceae,SRR29054995,0.011142061281337047,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Desulfovibrionaceae,SRR29055170,0.011135318324860808,282,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,13
Lactobacillaceae,SRR29055120,0.011135233559773094,69,Fecal,True Sample,2,JI-682,WT,Female,High_Fat_Diet,PBS,Sham,10
Enterococcaceae,SRR29055165,0.0111348021795783,288,Fecal,True Sample,2,JI-734,WT,Male,High_Fat_Diet,HDM,Sham,0
Oscillospiraceae,SRR29055067,0.011107946454001708,324,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,0
Peptostreptococcaceae,SRR29055173,0.011058451816745656,279,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,13
Enterococcaceae,SRR29055029,0.011048304213771839,35,Fecal,True Sample,2,JI-681,WT,Female,High_Fat_Diet,HDM,VSG,13
Eggerthellaceae,SRR29055128,0.011042842909332449,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Bacteroidaceae,SRR29054987,0.011041529334212262,308,Fecal,True Sample,2,JI-750,KO,Male,Normal_Chow,PBS,None,13
Ruminococcaceae,SRR29055182,0.011004784688995215,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Desulfovibrionaceae,SRR29054979,0.010994663408988619,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Ruminococcaceae,SRR29054982,0.010963748894783378,313,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,10
Enterococcaceae,SRR29055179,0.010947853644482858,15,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,13
Eggerthellaceae,SRR29055102,0.01091901728844404,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Desulfovibrionaceae,SRR29055026,0.010819234194122885,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Eggerthellaceae,SRR29055091,0.010814651089359015,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
Helicobacteraceae,SRR29054974,0.010814094775212637,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Deferribacteraceae,SRR29055182,0.010813397129186603,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Eggerthellaceae,SRR29055097,0.010805964514911287,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Ruminococcaceae,SRR29055097,0.010805964514911287,229,Fecal,True Sample,2,JI-724,WT,Female,Normal_Chow,PBS,None,0
Eggerthellaceae,SRR29055109,0.01078640411388436,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Helicobacteraceae,SRR29055129,0.01078582434514638,61,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,0
Clostridiaceae,SRR29055086,0.010772736689455149,239,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,0
Atopobiaceae,SRR29055108,0.010770784247728038,206,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,0
Eggerthellaceae,SRR29055079,0.010762149722485447,247,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,10
Eggerthellaceae,SRR29054910,0.010729938038385976,218,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,13
Eggerthellaceae,SRR29054992,0.010728476821192053,304,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,10
Helicobacteraceae,SRR29055001,0.010701298701298701,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Rikenellaceae,SRR29055069,0.010692388215941378,321,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,13
Oscillospiraceae,SRR29055007,0.010683760683760684,55,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,10
Ruminococcaceae,SRR29055074,0.010677156504636133,252,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,13
Atopobiaceae,SRR29055107,0.010647359454855196,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Oscillospiraceae,SRR29054978,0.010620915032679739,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Ruminococcaceae,SRR29055009,0.010603221636382122,53,Fecal,True Sample,2,JI-675,KO,Female,High_Fat_Diet,PBS,VSG,10
Enterococcaceae,SRR29055100,0.010603048376408217,2,Fecal,True Sample,2,JI-669,WT,Female,High_Fat_Diet,PBS,Sham,13
Eggerthellaceae,SRR29055110,0.010602094240837696,204,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,10
Desulfovibrionaceae,SRR29055052,0.010589501104252788,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Prevotellaceae,SRR29055059,0.010577346848832084,333,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,0
Deferribacteraceae,SRR29054901,0.010576027670613277,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Eggerthellaceae,SRR29055098,0.010552006316847318,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Helicobacteraceae,SRR29054980,0.010548523206751054,315,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,10
Ruminococcaceae,SRR29055071,0.010540184453227932,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Eggerthellaceae,SRR29054977,0.010538397328881469,317,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,10
Oscillospiraceae,SRR29055024,0.010468624915327298,40,Fecal,True Sample,2,JI-647,WT,Male,Normal_Chow,PBS,None,10
Oscillospiraceae,SRR29055103,0.01041264944080216,210,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,13
Sutterellaceae,SRR29055180,0.010398895117393777,273,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,10
Atopobiaceae,SRR29055023,0.01038083538083538,41,Fecal,True Sample,2,JI-664,WT,Female,Normal_Chow,PBS,None,13
Marinifilaceae,SRR29054902,0.01037080520497016,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Saccharimonadaceae,SRR29054990,0.010323660714285714,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Helicobacteraceae,SRR29055021,0.01031403053874964,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Marinifilaceae,SRR29054979,0.010287404359287598,19,Fecal,True Sample,2,JI-656,KO,Male,High_Fat_Diet,PBS,None,10
Akkermansiaceae,SRR29055109,0.010284710899285086,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Enterococcaceae,SRR29054910,0.010276560374792201,218,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,13
Oscillospiraceae,SRR29055108,0.010265903736115786,206,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,0
Enterococcaceae,SRR29055021,0.010256410256410256,42,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,13
Rikenellaceae,SRR29054989,0.010228684152845766,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Marinifilaceae,SRR29055071,0.010226488487358052,257,Fecal,True Sample,2,JI-730,KO,Male,High_Fat_Diet,HDM,None,13
Marinifilaceae,SRR29055107,0.010221465076660987,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Ruminococcaceae,SRR29055193,0.010210803689064558,259,Fecal,True Sample,2,JI-739,WT,Male,High_Fat_Diet,PBS,VSG,13
Eggerthellaceae,SRR29055026,0.010195903829029386,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Oscillospiraceae,SRR29055026,0.010151380231522707,38,Fecal,True Sample,2,JI-649,WT,Male,Normal_Chow,HDM,None,10
Atopobiaceae,SRR29055128,0.010129525074726005,7,Fecal,True Sample,2,JI-655,WT,Male,High_Fat_Diet,PBS,None,10
Eggerthellaceae,SRR29055004,0.010113864701942398,293,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,10
Eggerthellaceae,SRR29055092,0.010106578463800073,234,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,0
Eggerthellaceae,SRR29055111,0.010106411421849098,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Rikenellaceae,SRR29055077,0.010104389721627409,13,Fecal,True Sample,2,JI-689,KO,Female,High_Fat_Diet,PBS,Sham,13
Prevotellaceae,SRR29054995,0.0100974930362117,301,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,0
Desulfovibrionaceae,SRR29055154,0.010049952426260705,23,Fecal,True Sample,2,JI-658,KO,Male,Normal_Chow,PBS,None,10
Eggerthellaceae,SRR29054907,0.01004122185815453,221,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,0
[Eubacterium] coprostanoligenes group,SRR29055109,0.010033864291985451,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Oscillospiraceae,SRR29055112,0.010022126773395808,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Peptostreptococcaceae,SRR29055008,0.009912206173888417,54,Fecal,True Sample,2,JI-690,WT,Male,High_Fat_Diet,PBS,Sham,10
Oscillospiraceae,SRR29055126,0.009898570206525724,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Oscillospiraceae,SRR29054998,0.009891949474965758,298,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,13
Atopobiaceae,SRR29055052,0.00985333257828869,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Ruminococcaceae,SRR29055171,0.009839426033481381,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Enterococcaceae,SRR29055133,0.009830205540661306,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Atopobiaceae,SRR29055025,0.009829059829059829,39,Fecal,True Sample,2,JI-660,KO,Male,Normal_Chow,PBS,None,10
Helicobacteraceae,SRR29054998,0.00981585755592756,298,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,13
Enterococcaceae,SRR29055052,0.009796704230137607,21,Fecal,True Sample,2,JI-663,WT,Female,Normal_Chow,HDM,None,13
Marinifilaceae,SRR29055119,0.009792147806004618,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Rikenellaceae,SRR29054991,0.009769585253456222,305,Fecal,True Sample,2,JI-748,KO,Male,Normal_Chow,HDM,None,13
Saccharimonadaceae,SRR29055069,0.009720352923583071,321,Fecal,True Sample,2,JI-746,KO,Male,High_Fat_Diet,PBS,Sham,13
Helicobacteraceae,SRR29054989,0.009717249945203477,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Ruminococcaceae,SRR29054989,0.009717249945203477,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Sutterellaceae,SRR29055102,0.009705793145283591,211,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,13
Marinifilaceae,SRR29055033,0.009698745101144057,4,Fecal,True Sample,2,JI-651,KO,Male,High_Fat_Diet,PBS,None,10
Ruminococcaceae,SRR29054905,0.009684890167731068,223,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,10
Helicobacteraceae,SRR29055095,0.009682318693836223,231,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,10
Eggerthellaceae,SRR29054944,0.009678199854827003,25,Fecal,True Sample,2,JI-686,KO,Female,High_Fat_Diet,PBS,VSG,13
Marinifilaceae,SRR29055007,0.009666259666259665,55,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,10
Desulfovibrionaceae,SRR29055096,0.009646662927650028,230,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,13
Akkermansiaceae,SRR29054989,0.009644187915540293,306,Fecal,True Sample,2,JI-753,KO,Male,High_Fat_Diet,HDM,Sham,0
Ruminococcaceae,SRR29055172,0.009639303482587064,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Atopobiaceae,SRR29055075,0.009636595843492395,251,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,13
Desulfovibrionaceae,SRR29055189,0.009636399761573614,263,Fecal,True Sample,2,JI-762,WT,Female,High_Fat_Diet,HDM,Sham,0
Sutterellaceae,SRR29055112,0.009631654301705064,202,Fecal,True Sample,2,JI-743,WT,Male,Normal_Chow,PBS,None,13
Eggerthellaceae,SRR29054994,0.00961461421360468,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Eggerthellaceae,SRR29055133,0.009606791778373548,57,Fecal,True Sample,2,JI-652,KO,Male,High_Fat_Diet,HDM,None,10
Ruminococcaceae,SRR29054902,0.00958810292534977,226,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,10
Enterococcaceae,SRR29055172,0.009587479270315091,280,Fecal,True Sample,2,JI-735,KO,Female,High_Fat_Diet,HDM,Sham,10
Sutterellaceae,SRR29055058,0.009587134683779187,334,Fecal,True Sample,2,JI-755,KO,Female,Normal_Chow,HDM,None,10
Bifidobacteriaceae,SRR29055121,0.009585192530160304,68,Fecal,True Sample,2,JI-666,KO,Female,High_Fat_Diet,HDM,None,10
[Eubacterium] coprostanoligenes group,SRR29055107,0.009582623509369677,207,Fecal,True Sample,2,JI-726,WT,Female,Normal_Chow,PBS,None,10
Ruminococcaceae,SRR29055057,0.009574468085106383,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Eggerthellaceae,SRR29055171,0.009566108643662453,281,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,0
Sutterellaceae,SRR29055164,0.009557222356641665,289,Fecal,True Sample,2,JI-729,WT,Male,High_Fat_Diet,PBS,Sham,0
Eggerthellaceae,SRR29055113,0.009550045913682277,201,Fecal,True Sample,2,JI-744,WT,Male,Normal_Chow,PBS,None,10
Marinifilaceae,SRR29055184,0.00954653937947494,269,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,13
Eggerthellaceae,SRR29054999,0.009538187058258422,297,Fecal,True Sample,2,JI-738,KO,Female,High_Fat_Diet,HDM,VSG,13
Saccharimonadaceae,SRR29054904,0.009518981637940746,224,Fecal,True Sample,2,JI-761,WT,Female,High_Fat_Diet,PBS,None,10
Desulfovibrionaceae,SRR29055132,0.009496228448275862,58,Fecal,True Sample,2,JI-665,WT,Female,High_Fat_Diet,HDM,Sham,10
Sutterellaceae,SRR29055057,0.009456264775413711,335,Fecal,True Sample,2,JI-756,KO,Female,Normal_Chow,HDM,None,0
Clostridiaceae,SRR29055073,0.009454774661203908,253,Fecal,True Sample,2,JI-736,WT,Male,High_Fat_Diet,HDM,None,13
Eggerthellaceae,SRR29055002,0.009446878422782037,295,Fecal,True Sample,2,JI-757,KO,Female,Normal_Chow,PBS,None,13
Desulfovibrionaceae,SRR29055065,0.009440116658352201,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Saccharimonadaceae,SRR29055119,0.009422632794457275,70,Fecal,True Sample,2,JI-687,KO,Female,High_Fat_Diet,HDM,Sham,10
Sutterellaceae,SRR29054978,0.009395424836601307,316,Fecal,True Sample,2,JI-752,KO,Male,High_Fat_Diet,HDM,VSG,0
Rikenellaceae,SRR29054994,0.009374248858264562,302,Fecal,True Sample,2,JI-749,KO,Male,Normal_Chow,HDM,None,0
Clostridiaceae,SRR29054974,0.009356014580801944,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Marinifilaceae,SRR29054974,0.009356014580801944,320,Fecal,True Sample,2,JI-765,KO,Female,High_Fat_Diet,PBS,None,13
Oscillospiraceae,SRR29055001,0.00935064935064935,17,Fecal,True Sample,2,JI-691,WT,Male,High_Fat_Diet,HDM,None,13
Marinifilaceae,SRR29055186,0.00932277924362357,267,Fecal,True Sample,2,JI-731,KO,Male,High_Fat_Diet,PBS,None,10
Eggerthellaceae,SRR29055126,0.00928754735427105,63,Fecal,True Sample,2,JI-685,KO,Female,Normal_Chow,HDM,None,0
Desulfovibrionaceae,SRR29055182,0.009282296650717703,271,Fecal,True Sample,2,JI-759,WT,Female,High_Fat_Diet,PBS,Sham,0
Ruminococcaceae,SRR29055109,0.009281324470086541,205,Fecal,True Sample,2,JI-725,WT,Female,Normal_Chow,PBS,None,0
Clostridiaceae,SRR29055005,0.009275547737086198,292,Fecal,True Sample,2,JI-751,KO,Male,Normal_Chow,PBS,None,13
Rikenellaceae,SRR29054956,0.009275068063310415,29,Fecal,True Sample,2,JI-693,KO,Female,High_Fat_Diet,PBS,Sham,13
Marinifilaceae,SRR29055098,0.009259923910702749,228,Fecal,True Sample,2,JI-740,WT,Male,Normal_Chow,HDM,None,13
Saccharimonadaceae,SRR29054901,0.009245709724624185,227,Fecal,True Sample,2,JI-727,WT,Female,Normal_Chow,HDM,None,10
Desulfovibrionaceae,SRR29055111,0.009233017842183127,203,Fecal,True Sample,2,JI-742,WT,Male,Normal_Chow,HDM,None,13
Rikenellaceae,SRR29054983,0.009232218558643429,312,Fecal,True Sample,2,JI-747,KO,Male,Normal_Chow,HDM,None,0
Desulfovibrionaceae,SRR29054986,0.009228132621448816,309,Fecal,True Sample,2,JI-758,KO,Female,Normal_Chow,PBS,None,13
Rikenellaceae,SRR29055041,0.00921592627258982,22,Fecal,True Sample,2,JI-683,KO,Female,Normal_Chow,HDM,None,13
Peptococcaceae,SRR29054990,0.009207589285714286,18,Fecal,True Sample,2,JI-673,WT,Female,High_Fat_Diet,PBS,None,13
Desulfovibrionaceae,SRR29055004,0.009176155391828533,293,Fecal,True Sample,2,JI-732,KO,Male,High_Fat_Diet,PBS,VSG,10
Helicobacteraceae,SRR29055088,0.009172763083849183,12,Fecal,True Sample,2,JI-671,KO,Female,High_Fat_Diet,HDM,VSG,13
Clostridiaceae,SRR29055065,0.009171495452626731,326,Fecal,True Sample,2,JI-764,KO,Female,High_Fat_Diet,PBS,None,10
Helicobacteraceae,SRR29055091,0.009156930849384275,235,Fecal,True Sample,2,JI-741,WT,Male,Normal_Chow,HDM,None,0
